TITLE = "VELOCITY & PRESSURE PROFILE"
VARIABLES = "X" "Y" "U" "V" "P" 
ZONE, I = 65, J = 65
0.0 0.0 0.0 0.0 0.14950993879097194 
0.0 0.015625 0.0 0.0 0.149050999947683 
0.0 0.03125 0.0 0.0 0.1483073285400695 
0.0 0.046875 0.0 0.0 0.14728113076283728 
0.0 0.0625 0.0 0.0 0.14597489256344107 
0.0 0.078125 0.0 0.0 0.14439162769776545 
0.0 0.09375 0.0 0.0 0.1425349404178598 
0.0 0.109375 0.0 0.0 0.14040904788995695 
0.0 0.125 0.0 0.0 0.13801878370876333 
0.0 0.140625 0.0 0.0 0.13536959255790776 
0.0 0.15625 0.0 0.0 0.13246752035653267 
0.0 0.171875 0.0 0.0 0.12931920152161697 
0.0 0.1875 0.0 0.0 0.12593184416596773 
0.0 0.203125 0.0 0.0 0.12231321364309755 
0.0 0.21875 0.0 0.0 0.11847161468800571 
0.0 0.234375 0.0 0.0 0.11441587231974816 
0.0 0.25 0.0 0.0 0.11015531162965778 
0.0 0.265625 0.0 0.0 0.1056997365548245 
0.0 0.28125 0.0 0.0 0.10105940772127067 
0.0 0.296875 0.0 0.0 0.09624501943060387 
0.0 0.3125 0.0 0.0 0.09126767585567057 
0.0 0.328125 0.0 0.0 0.08613886650378594 
0.0 0.34375 0.0 0.0 0.08087044099995006 
0.0 0.359375 0.0 0.0 0.07547458323683885 
0.0 0.375 0.0 0.0 0.06996378493319201 
0.0 0.390625 0.0 0.0 0.06435081863750511 
0.0 0.40625 0.0 0.0 0.05864871020971001 
0.0 0.421875 0.0 0.0 0.05287071080985485 
0.0 0.4375 0.0 0.0 0.04703026841974029 
0.0 0.453125 0.0 0.0 0.04114099892109736 
0.0 0.46875 0.0 0.0 0.0352166567522637 
0.0 0.484375 0.0 0.0 0.0292711051644769 
0.0 0.5 0.0 0.0 0.02331828609889391 
0.0 0.515625 0.0 0.0 0.017372189706286012 
0.0 0.53125 0.0 0.0 0.011446823533057784 
0.0 0.546875 0.0 0.0 0.005556181399789359 
0.0 0.5625 0.0 0.0 -0.00028578799811981674 
0.0 0.578125 0.0 0.0 -0.006065212733958839 
0.0 0.59375 0.0 0.0 -0.01176832949871511 
0.0 0.609375 0.0 0.0 -0.017381515611370746 
0.0 0.625 0.0 0.0 -0.02289132114013054 
0.0 0.640625 0.0 0.0 -0.028284501077617274 
0.0 0.65625 0.0 0.0 -0.03354804750611398 
0.0 0.671875 0.0 0.0 -0.038669221681770435 
0.0 0.6875 0.0 0.0 -0.043635585959482644 
0.0 0.703125 0.0 0.0 -0.04843503547308289 
0.0 0.71875 0.0 0.0 -0.05305582947875633 
0.0 0.734375 0.0 0.0 -0.057486622263480176 
0.0 0.75 0.0 0.0 -0.06171649351507628 
0.0 0.765625 0.0 0.0 -0.06573497804658976 
0.0 0.78125 0.0 0.0 -0.06953209476574056 
0.0 0.796875 0.0 0.0 -0.07309837478104166 
0.0 0.8125 0.0 0.0 -0.07642488854133891 
0.0 0.828125 0.0 0.0 -0.07950327191768534 
0.0 0.84375 0.0 0.0 -0.08232575116074088 
0.0 0.859375 0.0 0.0 -0.0848851667136801 
0.0 0.875 0.0 0.0 -0.08717499595242019 
0.0 0.890625 0.0 0.0 -0.08918937511484588 
0.0 0.90625 0.0 0.0 -0.0909231211083875 
0.0 0.921875 0.0 0.0 -0.09237175498184733 
0.0 0.9375 0.0 0.0 -0.09353153220500883 
0.0 0.953125 0.0 0.0 -0.09439949741020763 
0.0 0.96875 0.0 0.0 -0.0949736378231583 
0.0 0.984375 0.0 0.0 -0.09525345813398431 
0.0 1.0 0.0 0.0 -0.09525345813398431 
0.015625 0.0 -5.4829267086514966e-05 -2.8300433172667884e-05 0.14950993879097194 
0.015625 0.015625 -0.00014326267942650045 -2.850353894290301e-05 0.149050999947683 
0.015625 0.03125 -0.00023177746781791485 -2.8239702664697063e-05 0.1483073285400695 
0.015625 0.046875 -0.00031975803183847447 -2.7901870330695065e-05 0.14728113076283728 
0.015625 0.0625 -0.00040698617852672527 -2.7523472657516866e-05 0.14597489256344107 
0.015625 0.078125 -0.0004932815133005917 -2.709783434024043e-05 0.14439162769776545 
0.015625 0.09375 -0.0005784571630545657 -2.661947403231656e-05 0.1425349404178598 
0.015625 0.109375 -0.0006623221278107637 -2.6086379641588607e-05 0.14040904788995695 
0.015625 0.125 -0.0007446847489695824 -2.549860075768781e-05 0.13801878370876333 
0.015625 0.140625 -0.0008253550676936498 -2.4857290567152048e-05 0.13536959255790776 
0.015625 0.15625 -0.0009041461678854684 -2.416422150677797e-05 0.13246752035653267 
0.015625 0.171875 -0.000980875055345029 -2.3421543757394456e-05 0.12931920152161697 
0.015625 0.1875 -0.0010553632948844536 -2.2631655380943624e-05 0.12593184416596773 
0.015625 0.203125 -0.001127437520585138 -2.1797124590905133e-05 0.12231321364309755 
0.015625 0.21875 -0.001196929869586769 -2.092063771635995e-05 0.11847161468800571 
0.015625 0.234375 -0.0012636783648234272 -2.000496085922137e-05 0.11441587231974816 
0.015625 0.25 -0.0013275272598467396 -1.9052909590325423e-05 0.11015531162965778 
0.015625 0.265625 -0.001388327353284831 -1.8067323934227466e-05 0.1056997365548245 
0.015625 0.28125 -0.0014459362776805143 -1.7051047274620643e-05 0.10105940772127067 
0.015625 0.296875 -0.001500218766036284 -1.600690849120153e-05 0.09624501943060387 
0.015625 0.3125 -0.001551046898644431 -1.4937706976147313e-05 0.09126767585567057 
0.015625 0.328125 -0.001598300332366961 -1.3846200342333595e-05 0.08613886650378594 
